id,factor,trick,background,plain_query,plain_truth,trap_query,trap_truth,twin_query,twin_truth,absent_query,absent_truth,label_ok (fill in)
orig-word-4,origin,word_sense,"{""species"": ""human"", ""variant_size_class"": [""structural-CNV""], ""region_focus"": [""coding""], ""analysis_goal"": [""population-frequency""]}","These are somatic mutations. So I've got CNVs and some big deletions from Homo sapiens samples, and they're mostly in coding exons. I want to see how common they are across populations.",somatic,"The whole lab family pitched in; the calls are acquired mutations from tumour biopsies. So I've got CNVs and some big deletions from Homo sapiens samples, and they're mostly in coding exons. I want to see how common they are across populations.",somatic,"The whole family pitched in; the calls are inherited variants from the parents. So I've got CNVs and some big deletions from Homo sapiens samples, and they're mostly in coding exons. I want to see how common they are across populations.",germline,"So I've got CNVs and some big deletions from Homo sapiens samples, and they're mostly in coding exons. I want to see how common they are across populations.",unstated,
orig-word-5,origin,word_sense,"{""species"": ""human"", ""variant_size_class"": [""structural-CNV""], ""region_focus"": [""coding""], ""analysis_goal"": [""basic-consequence""]}","Hi, we called CNVs and some big deletions from human donors, and they're mostly in coding exons. These are somatic mutations. All I really want is to know what each one hits.",somatic,"Hi, we called CNVs and some big deletions from human donors, and they're mostly in coding exons. Our inherited legacy code handles these somatic tumour calls. All I really want is to know what each one hits.",somatic,"Hi, we called CNVs and some big deletions from human donors, and they're mostly in coding exons. Our code handles these variants inherited from the parents. All I really want is to know what each one hits.",germline,"Hi, we called CNVs and some big deletions from human donors, and they're mostly in coding exons. All I really want is to know what each one hits.",unstated,
orig-word-6,origin,word_sense,"{""species"": ""human"", ""variant_size_class"": [""structural-CNV""], ""region_focus"": [""regulatory-noncoding""], ""analysis_goal"": [""clinical-interpretation""]}","Our lab just got back CNVs and some big deletions from human donors, and I only care about the non-coding regulatory ones. Are any of these likely to be disease-causing? They were acquired somatically.",somatic,"Our lab just got back CNVs and some big deletions from human donors, and I only care about the non-coding regulatory ones. Are any of these likely to be disease-causing? We rebuilt the analysis de novo; the variants were acquired in tumour cells.",somatic,"Our lab just got back CNVs and some big deletions from human donors, and I only care about the non-coding regulatory ones. Are any of these likely to be disease-causing? The variants arose de novo in the child, not in tumour cells.",germline,"Our lab just got back CNVs and some big deletions from human donors, and I only care about the non-coding regulatory ones. Are any of these likely to be disease-causing?",unstated,
orig-tool-1,origin,tool_name,"{""species"": ""human"", ""variant_size_class"": [""structural-CNV""], ""region_focus"": [""regulatory-noncoding""], ""analysis_goal"": [""basic-consequence""]}","Basically we have CNVs and some big deletions from Homo sapiens samples, and I only care about the non-coding regulatory ones. They're constitutional calls. I just need the basic consequences, nothing fancy.",germline,"Basically we have CNVs and some big deletions from Homo sapiens samples, and I only care about the non-coding regulatory ones. We keep COSMIC open for lookups, but these are inherited variants from blood. I just need the basic consequences, nothing fancy.",germline,"Basically we have CNVs and some big deletions from Homo sapiens samples, and I only care about the non-coding regulatory ones. These come straight from COSMIC tumour samples, acquired variants. I just need the basic consequences, nothing fancy.",somatic,"Basically we have CNVs and some big deletions from Homo sapiens samples, and I only care about the non-coding regulatory ones. I just need the basic consequences, nothing fancy.",unstated,
orig-tool-2,origin,tool_name,"{""species"": ""human"", ""variant_size_class"": [""structural-CNV""], ""region_focus"": [""coding""], ""analysis_goal"": [""clinical-interpretation""]}","We have structural variants from Homo sapiens samples, and they're mostly in coding exons. Are any of these likely to be disease-causing? These are inherited germline variants.",germline,"We have structural variants from Homo sapiens samples, and they're mostly in coding exons. Are any of these likely to be disease-causing? The Mutect2 install failed, so HaplotypeCaller ran on the family's blood samples.",germline,"We have structural variants from Homo sapiens samples, and they're mostly in coding exons. Are any of these likely to be disease-causing? Mutect2 ran on the tumour-normal pairs.",somatic,"We have structural variants from Homo sapiens samples, and they're mostly in coding exons. Are any of these likely to be disease-causing?",unstated,
orig-tool-3,origin,tool_name,"{""species"": ""human"", ""variant_size_class"": [""small""], ""region_focus"": [""regulatory-noncoding""], ""analysis_goal"": [""population-frequency""]}","They're constitutional calls. I've got a VCF of point mutations and a few short indels from Homo sapiens samples, mostly in regulatory regions. How frequent are these in population databases?",germline,"The TCGA portal was only used for reference downloads; our calls are inherited, from parents and child. I've got a VCF of point mutations and a few short indels from Homo sapiens samples, mostly in regulatory regions. How frequent are these in population databases?",germline,"Our calls were downloaded from the TCGA portal: acquired tumour mutations. I've got a VCF of point mutations and a few short indels from Homo sapiens samples, mostly in regulatory regions. How frequent are these in population databases?",somatic,"I've got a VCF of point mutations and a few short indels from Homo sapiens samples, mostly in regulatory regions. How frequent are these in population databases?",unstated,
orig-tool-4,origin,tool_name,"{""species"": ""human"", ""variant_size_class"": [""small""], ""region_focus"": [""coding""], ""analysis_goal"": [""population-frequency""]}","I've got a VCF of single-nucleotide changes from Homo sapiens samples, and they're mostly in coding exons. Mainly I'm after allele frequencies in different populations. They were acquired somatically.",somatic,"I've got a VCF of single-nucleotide changes from Homo sapiens samples, and they're mostly in coding exons. Mainly I'm after allele frequencies in different populations. DeepTrio is installed but unused; the calls came from Mutect2 on tumour biopsies.",somatic,"I've got a VCF of single-nucleotide changes from Homo sapiens samples, and they're mostly in coding exons. Mainly I'm after allele frequencies in different populations. DeepTrio made the calls on the parent-child trio.",germline,"I've got a VCF of single-nucleotide changes from Homo sapiens samples, and they're mostly in coding exons. Mainly I'm after allele frequencies in different populations.",unstated,
orig-tool-5,origin,tool_name,"{""species"": ""human"", ""variant_size_class"": [""structural-CNV""], ""region_focus"": [""regulatory-noncoding""], ""analysis_goal"": [""population-frequency""]}","I'm working with copy-number changes and other large SVs from human samples, and they're mostly in promoters and enhancers. How frequent are these in population databases? The variants are somatic.",somatic,"I'm working with copy-number changes and other large SVs from human samples, and they're mostly in promoters and enhancers. How frequent are these in population databases? The GATK germline best-practices page got us started, but these calls are acquired tumour mutations.",somatic,"I'm working with copy-number changes and other large SVs from human samples, and they're mostly in promoters and enhancers. How frequent are these in population databases? The GATK germline best-practices pipeline produced these inherited calls from blood.",germline,"I'm working with copy-number changes and other large SVs from human samples, and they're mostly in promoters and enhancers. How frequent are these in population databases?",unstated,
orig-tool-6,origin,tool_name,"{""species"": ""human"", ""variant_size_class"": [""structural-CNV""], ""region_focus"": [""coding""], ""analysis_goal"": [""population-frequency""]}","Basically we have structural variants from human samples, and they're mostly in coding exons. How frequent are these in population databases? These are somatic mutations.",somatic,"Basically we have structural variants from human samples, and they're mostly in coding exons. How frequent are these in population databases? PLINK is on the server from an old family study; these are acquired mutations from tumour tissue.",somatic,"Basically we have structural variants from human samples, and they're mostly in coding exons. How frequent are these in population databases? PLINK processed this family study; these are variants inherited from the parents.",germline,"Basically we have structural variants from human samples, and they're mostly in coding exons. How frequent are these in population databases?",unstated,
orig-atta-1,origin,attachment,"{""species"": ""human"", ""variant_size_class"": [""structural-CNV""], ""region_focus"": [""regulatory-noncoding""], ""analysis_goal"": [""clinical-interpretation""]}","So I've got CNVs and some big deletions from human samples, and I only care about the non-coding regulatory ones. The goal is clinical interpretation. These are inherited germline variants.",germline,"So I've got CNVs and some big deletions from human samples, and I only care about the non-coding regulatory ones. The goal is clinical interpretation. Healthy controls recruited through a cancer registry; inherited variants from blood.",germline,"So I've got CNVs and some big deletions from human samples, and I only care about the non-coding regulatory ones. The goal is clinical interpretation. Tumour samples from a cancer registry; acquired variants from the lesions.",somatic,"So I've got CNVs and some big deletions from human samples, and I only care about the non-coding regulatory ones. The goal is clinical interpretation.",unstated,
orig-atta-2,origin,attachment,"{""species"": ""human"", ""variant_size_class"": [""structural-CNV""], ""region_focus"": [""coding""], ""analysis_goal"": [""basic-consequence""]}","We have structural variants from Homo sapiens samples, mostly in protein-coding regions. They're constitutional calls. All I really want is to know what each one hits.",germline,"We have structural variants from Homo sapiens samples, mostly in protein-coding regions. The grandmother had a tumour removed decades ago; these variants are inherited from the parents. All I really want is to know what each one hits.",germline,"We have structural variants from Homo sapiens samples, mostly in protein-coding regions. The grandmother's tumour was removed decades ago; these variants were acquired in that tumour. All I really want is to know what each one hits.",somatic,"We have structural variants from Homo sapiens samples, mostly in protein-coding regions. All I really want is to know what each one hits.",unstated,
orig-atta-3,origin,attachment,"{""species"": ""human"", ""variant_size_class"": [""structural-CNV""], ""region_focus"": [""coding""], ""analysis_goal"": [""clinical-interpretation""]}","Our lab just got back copy-number changes and other large SVs from Homo sapiens samples, mostly in protein-coding regions. These are inherited germline variants. The goal is clinical interpretation.",germline,"Our lab just got back copy-number changes and other large SVs from Homo sapiens samples, mostly in protein-coding regions. The tumour half of the batch was dropped; only matched normal blood remains, inherited variants. The goal is clinical interpretation.",germline,"Our lab just got back copy-number changes and other large SVs from Homo sapiens samples, mostly in protein-coding regions. The normal half of the batch was dropped; only the tumour remains, acquired variants. The goal is clinical interpretation.",somatic,"Our lab just got back copy-number changes and other large SVs from Homo sapiens samples, mostly in protein-coding regions. The goal is clinical interpretation.",unstated,
orig-atta-4,origin,attachment,"{""species"": ""human"", ""variant_size_class"": [""structural-CNV""], ""region_focus"": [""regulatory-noncoding""], ""analysis_goal"": [""basic-consequence""]}","Our lab just got back copy-number changes and other large SVs from human samples, and they're mostly in promoters and enhancers. These are somatic mutations. All I really want is to know what each one hits.",somatic,"Our lab just got back copy-number changes and other large SVs from human samples, and they're mostly in promoters and enhancers. The donor's parents gave blood too, but these are the acquired mutations in the donor's tumour. All I really want is to know what each one hits.",somatic,"Our lab just got back copy-number changes and other large SVs from human samples, and they're mostly in promoters and enhancers. The donor's parents gave blood too, and these are the inherited variants they passed on. All I really want is to know what each one hits.",germline,"Our lab just got back copy-number changes and other large SVs from human samples, and they're mostly in promoters and enhancers. All I really want is to know what each one hits.",unstated,
orig-atta-5,origin,attachment,"{""species"": ""human"", ""variant_size_class"": [""small""], ""region_focus"": [""regulatory-noncoding""], ""analysis_goal"": [""population-frequency""]}","I'm trying to annotate SNVs and small indels from human samples, mostly in regulatory regions. They were acquired somatically. I want to see how common they are across populations.",somatic,"I'm trying to annotate SNVs and small indels from human samples, mostly in regulatory regions. The grant came from an inherited-traits charity, but the variants were acquired in tumour tissue. I want to see how common they are across populations.",somatic,"I'm trying to annotate SNVs and small indels from human samples, mostly in regulatory regions. The grant came from an inherited-traits charity, and the variants are inherited from the parents. I want to see how common they are across populations.",germline,"I'm trying to annotate SNVs and small indels from human samples, mostly in regulatory regions. I want to see how common they are across populations.",unstated,
orig-atta-6,origin,attachment,"{""species"": ""human"", ""variant_size_class"": [""small""], ""region_focus"": [""coding""], ""analysis_goal"": [""population-frequency""]}","They were acquired somatically. So I've got single-nucleotide changes from Homo sapiens samples, mostly in protein-coding regions. How frequent are these in population databases?",somatic,"Our previous paper was a germline trio study; this one is acquired tumour mutations. So I've got single-nucleotide changes from Homo sapiens samples, mostly in protein-coding regions. How frequent are these in population databases?",somatic,"Our previous paper was a tumour study; this one is a germline trio. So I've got single-nucleotide changes from Homo sapiens samples, mostly in protein-coding regions. How frequent are these in population databases?",germline,"So I've got single-nucleotide changes from Homo sapiens samples, mostly in protein-coding regions. How frequent are these in population databases?",unstated,
orig-doma-1,origin,domain,"{""species"": ""human"", ""variant_size_class"": [""structural-CNV""], ""region_focus"": [""coding""], ""analysis_goal"": [""population-frequency""]}","They were acquired somatically. I've got a VCF of structural variants from Homo sapiens samples, and they're mostly in coding exons. How frequent are these in population databases?",somatic,"De novo mutations arising in a glioma, sequenced from the tumour only. I've got a VCF of structural variants from Homo sapiens samples, and they're mostly in coding exons. How frequent are these in population databases?",somatic,"De novo mutations in a child, confirmed absent from both parents' blood. I've got a VCF of structural variants from Homo sapiens samples, and they're mostly in coding exons. How frequent are these in population databases?",germline,"I've got a VCF of structural variants from Homo sapiens samples, and they're mostly in coding exons. How frequent are these in population databases?",unstated,
orig-doma-2,origin,domain,"{""species"": ""human"", ""variant_size_class"": [""structural-CNV""], ""region_focus"": [""regulatory-noncoding""], ""analysis_goal"": [""population-frequency""]}","So I've got CNVs and some big deletions from human samples, mostly in regulatory regions. How frequent are these in population databases? The variants are somatic.",somatic,"So I've got CNVs and some big deletions from human samples, mostly in regulatory regions. How frequent are these in population databases? Clonal haematopoiesis mutations found in blood from older donors.",somatic,"So I've got CNVs and some big deletions from human samples, mostly in regulatory regions. How frequent are these in population databases? Variants found in blood from older donors and in their children too.",germline,"So I've got CNVs and some big deletions from human samples, mostly in regulatory regions. How frequent are these in population databases?",unstated,
orig-doma-3,origin,domain,"{""species"": ""human"", ""variant_size_class"": [""structural-CNV""], ""region_focus"": [""regulatory-noncoding""], ""analysis_goal"": [""clinical-interpretation""]}","Our lab just got back copy-number changes and other large SVs from human donors, and I only care about the non-coding regulatory ones. These are somatic mutations. Are any of these likely to be disease-causing?",somatic,"Our lab just got back copy-number changes and other large SVs from human donors, and I only care about the non-coding regulatory ones. Mosaic mutations in brain tissue that are absent from blood and from the parents. Are any of these likely to be disease-causing?",somatic,"Our lab just got back copy-number changes and other large SVs from human donors, and I only care about the non-coding regulatory ones. Mutations present in brain tissue, in blood and in one parent. Are any of these likely to be disease-causing?",germline,"Our lab just got back copy-number changes and other large SVs from human donors, and I only care about the non-coding regulatory ones. Are any of these likely to be disease-causing?",unstated,
orig-doma-4,origin,domain,"{""species"": ""human"", ""variant_size_class"": [""structural-CNV""], ""region_focus"": [""coding""], ""analysis_goal"": [""basic-consequence""]}","I'm working with CNVs and some big deletions from human donors, and I only care about the ones in coding sequence. These are inherited germline variants. All I really want is to know what each one hits.",germline,"I'm working with CNVs and some big deletions from human donors, and I only care about the ones in coding sequence. A TP53 variant present in blood, saliva and every tissue of the carriers, including their tumours. All I really want is to know what each one hits.",germline,"I'm working with CNVs and some big deletions from human donors, and I only care about the ones in coding sequence. A TP53 mutation present only in the tumour, absent from blood and saliva. All I really want is to know what each one hits.",somatic,"I'm working with CNVs and some big deletions from human donors, and I only care about the ones in coding sequence. All I really want is to know what each one hits.",unstated,
orig-doma-5,origin,domain,"{""species"": ""human"", ""variant_size_class"": [""structural-CNV""], ""region_focus"": [""regulatory-noncoding""], ""analysis_goal"": [""basic-consequence""]}","I've got a VCF of CNVs and some big deletions from human samples, mostly in regulatory regions. These are inherited germline variants. I just need the basic consequences, nothing fancy.",germline,"I've got a VCF of CNVs and some big deletions from human samples, mostly in regulatory regions. A tumour suppressor gene variant carried by all three generations of the family. I just need the basic consequences, nothing fancy.",germline,"I've got a VCF of CNVs and some big deletions from human samples, mostly in regulatory regions. A tumour suppressor gene mutation found only in the lesion, not in the family. I just need the basic consequences, nothing fancy.",somatic,"I've got a VCF of CNVs and some big deletions from human samples, mostly in regulatory regions. I just need the basic consequences, nothing fancy.",unstated,
orig-doma-6,origin,domain,"{""species"": ""human"", ""variant_size_class"": [""structural-CNV""], ""region_focus"": [""coding""], ""analysis_goal"": [""clinical-interpretation""]}","I'm trying to annotate copy-number changes and other large SVs from Homo sapiens samples, and I only care about the ones in coding sequence. They're constitutional calls. Are any of these likely to be disease-causing?",germline,"I'm trying to annotate copy-number changes and other large SVs from Homo sapiens samples, and I only care about the ones in coding sequence. Variants shared by identical twins, one of whom later developed a tumour. Are any of these likely to be disease-causing?",germline,"I'm trying to annotate copy-number changes and other large SVs from Homo sapiens samples, and I only care about the ones in coding sequence. Variants found only in the tumour of one twin and absent from the other twin. Are any of these likely to be disease-causing?",somatic,"I'm trying to annotate copy-number changes and other large SVs from Homo sapiens samples, and I only care about the ones in coding sequence. Are any of these likely to be disease-causing?",unstated,
vari-nega-1,variant_size_class,negation,"{""species"": ""human"", ""origin"": ""somatic"", ""region_focus"": [""coding""], ""analysis_goal"": [""population-frequency""]}","Our lab just got back acquired somatic variants from Homo sapiens samples, and they're mostly in coding exons. They're SNVs and short indels. Mainly I'm after allele frequencies in different populations.",['small'],"Our lab just got back acquired somatic variants from Homo sapiens samples, and they're mostly in coding exons. No CNVs or SVs were called, only SNVs and short indels. Mainly I'm after allele frequencies in different populations.",['small'],"Our lab just got back acquired somatic variants from Homo sapiens samples, and they're mostly in coding exons. Only CNVs and SVs were called, no SNVs or short indels. Mainly I'm after allele frequencies in different populations.",['structural-CNV'],"Our lab just got back acquired somatic variants from Homo sapiens samples, and they're mostly in coding exons. Mainly I'm after allele frequencies in different populations.",[],
vari-nega-2,variant_size_class,negation,"{""species"": ""human"", ""origin"": ""germline"", ""region_focus"": [""regulatory-noncoding""], ""analysis_goal"": [""population-frequency""]}","I'm working with inherited variants from human donors, and I only care about the non-coding regulatory ones. These are small variants, SNVs and indels. Mainly I'm after allele frequencies in different populations.",['small'],"I'm working with inherited variants from human donors, and I only care about the non-coding regulatory ones. Nothing structural here, just single-base changes. Mainly I'm after allele frequencies in different populations.",['small'],"I'm working with inherited variants from human donors, and I only care about the non-coding regulatory ones. Only structural changes here, no single-base changes. Mainly I'm after allele frequencies in different populations.",['structural-CNV'],"I'm working with inherited variants from human donors, and I only care about the non-coding regulatory ones. Mainly I'm after allele frequencies in different populations.",[],
vari-nega-3,variant_size_class,negation,"{""species"": ""human"", ""origin"": ""somatic"", ""region_focus"": [""regulatory-noncoding""], ""analysis_goal"": [""population-frequency""]}","I'm working with acquired somatic variants from human samples, and I only care about the non-coding regulatory ones. How frequent are these in population databases? These are small variants, SNVs and indels.",['small'],"I'm working with acquired somatic variants from human samples, and I only care about the non-coding regulatory ones. How frequent are these in population databases? Not large rearrangements: short indels under 20 bp.",['small'],"I'm working with acquired somatic variants from human samples, and I only care about the non-coding regulatory ones. How frequent are these in population databases? Large rearrangements, not short indels under 20 bp.",['structural-CNV'],"I'm working with acquired somatic variants from human samples, and I only care about the non-coding regulatory ones. How frequent are these in population databases?",[],
vari-nega-4,variant_size_class,negation,"{""species"": ""human"", ""origin"": ""germline"", ""region_focus"": [""coding""], ""analysis_goal"": [""population-frequency""]}","So I've got inherited calls from human samples, and I only care about the ones in coding sequence. Mainly I'm after allele frequencies in different populations. It's copy-number and structural calls only.",['structural-CNV'],"So I've got inherited calls from human samples, and I only care about the ones in coding sequence. Mainly I'm after allele frequencies in different populations. No point mutations in this callset; it is copy-number gains and losses.",['structural-CNV'],"So I've got inherited calls from human samples, and I only care about the ones in coding sequence. Mainly I'm after allele frequencies in different populations. Point mutations in this callset, no copy-number gains or losses.",['small'],"So I've got inherited calls from human samples, and I only care about the ones in coding sequence. Mainly I'm after allele frequencies in different populations.",[],
vari-nega-5,variant_size_class,negation,"{""species"": ""human"", ""origin"": ""somatic"", ""region_focus"": [""regulatory-noncoding""], ""analysis_goal"": [""basic-consequence""]}","It's copy-number and structural calls only. Basically we have somatic variants from Homo sapiens samples, mostly in regulatory regions. All I really want is to know what each one hits.",['structural-CNV'],"We skipped the SNVs entirely and kept the multi-kilobase deletions. Basically we have somatic variants from Homo sapiens samples, mostly in regulatory regions. All I really want is to know what each one hits.",['structural-CNV'],"We kept the SNVs and skipped the multi-kilobase deletions. Basically we have somatic variants from Homo sapiens samples, mostly in regulatory regions. All I really want is to know what each one hits.",['small'],"Basically we have somatic variants from Homo sapiens samples, mostly in regulatory regions. All I really want is to know what each one hits.",[],
vari-nega-6,variant_size_class,negation,"{""species"": ""human"", ""origin"": ""germline"", ""region_focus"": [""coding""], ""analysis_goal"": [""clinical-interpretation""]}","It's copy-number and structural calls only. Our lab just got back germline variants from human samples, and they're mostly in coding exons. I need to work out if any of them are pathogenic.",['structural-CNV'],"These aren't indels; they are inversions and translocations. Our lab just got back germline variants from human samples, and they're mostly in coding exons. I need to work out if any of them are pathogenic.",['structural-CNV'],"These are indels, not inversions or translocations. Our lab just got back germline variants from human samples, and they're mostly in coding exons. I need to work out if any of them are pathogenic.",['small'],"Our lab just got back germline variants from human samples, and they're mostly in coding exons. I need to work out if any of them are pathogenic.",[],
vari-word-1,variant_size_class,word_sense,"{""species"": ""human"", ""origin"": ""somatic"", ""region_focus"": [""regulatory-noncoding""], ""analysis_goal"": [""clinical-interpretation""]}","They're SNVs and short indels. I've got a VCF of tumour-derived somatic variants from human samples, and I only care about the non-coding regulatory ones. The goal is clinical interpretation.",['small'],"SNVs with a possible structural effect on the protein. I've got a VCF of tumour-derived somatic variants from human samples, and I only care about the non-coding regulatory ones. The goal is clinical interpretation.",['small'],"Structural variants spanning the protein's gene. I've got a VCF of tumour-derived somatic variants from human samples, and I only care about the non-coding regulatory ones. The goal is clinical interpretation.",['structural-CNV'],"I've got a VCF of tumour-derived somatic variants from human samples, and I only care about the non-coding regulatory ones. The goal is clinical interpretation.",[],
vari-word-2,variant_size_class,word_sense,"{""species"": ""human"", ""origin"": ""germline"", ""region_focus"": [""coding""], ""analysis_goal"": [""basic-consequence""]}","We have inherited calls from human samples, and they're mostly in coding exons. I just need the basic consequences, nothing fancy. These are small variants, SNVs and indels.",['small'],"We have inherited calls from human samples, and they're mostly in coding exons. I just need the basic consequences, nothing fancy. A large number of single-nucleotide variants.",['small'],"We have inherited calls from human samples, and they're mostly in coding exons. I just need the basic consequences, nothing fancy. A number of large multi-exon deletions and duplications.",['structural-CNV'],"We have inherited calls from human samples, and they're mostly in coding exons. I just need the basic consequences, nothing fancy.",[],
vari-word-3,variant_size_class,word_sense,"{""species"": ""human"", ""origin"": ""germline"", ""region_focus"": [""regulatory-noncoding""], ""analysis_goal"": [""clinical-interpretation""]}","These are small variants, SNVs and indels. I've got a VCF of constitutional variants from Homo sapiens samples, and they're mostly in promoters and enhancers. I need to work out if any of them are pathogenic.",['small'],"A copy of the SNV calls sent over by the core facility. I've got a VCF of constitutional variants from Homo sapiens samples, and they're mostly in promoters and enhancers. I need to work out if any of them are pathogenic.",['small'],"Copy-number calls sent over by the core facility. I've got a VCF of constitutional variants from Homo sapiens samples, and they're mostly in promoters and enhancers. I need to work out if any of them are pathogenic.",['structural-CNV'],"I've got a VCF of constitutional variants from Homo sapiens samples, and they're mostly in promoters and enhancers. I need to work out if any of them are pathogenic.",[],
vari-word-4,variant_size_class,word_sense,"{""species"": ""human"", ""origin"": ""somatic"", ""region_focus"": [""coding""], ""analysis_goal"": [""basic-consequence""]}","I'm trying to annotate acquired somatic calls from Homo sapiens samples, mostly in protein-coding regions. All I really want is to know what each one hits. It's copy-number and structural calls only.",['structural-CNV'],"I'm trying to annotate acquired somatic calls from Homo sapiens samples, mostly in protein-coding regions. All I really want is to know what each one hits. At this point we only have copy-number gains and losses.",['structural-CNV'],"I'm trying to annotate acquired somatic calls from Homo sapiens samples, mostly in protein-coding regions. All I really want is to know what each one hits. We only have point mutations.",['small'],"I'm trying to annotate acquired somatic calls from Homo sapiens samples, mostly in protein-coding regions. All I really want is to know what each one hits.",[],
vari-word-5,variant_size_class,word_sense,"{""species"": ""human"", ""origin"": ""somatic"", ""region_focus"": [""coding""], ""analysis_goal"": [""clinical-interpretation""]}","Hi, we called tumour-derived somatic variants from Homo sapiens samples, and I only care about the ones in coding sequence. They're structural variants and CNVs. I need to work out if any of them are pathogenic.",['structural-CNV'],"Hi, we called tumour-derived somatic variants from Homo sapiens samples, and I only care about the ones in coding sequence. Short on time, so just the megabase-scale deletions for now. I need to work out if any of them are pathogenic.",['structural-CNV'],"Hi, we called tumour-derived somatic variants from Homo sapiens samples, and I only care about the ones in coding sequence. Just the short indels and SNVs for now. I need to work out if any of them are pathogenic.",['small'],"Hi, we called tumour-derived somatic variants from Homo sapiens samples, and I only care about the ones in coding sequence. I need to work out if any of them are pathogenic.",[],
vari-word-6,variant_size_class,word_sense,"{""species"": ""human"", ""origin"": ""germline"", ""region_focus"": [""regulatory-noncoding""], ""analysis_goal"": [""basic-consequence""]}","I've got a VCF of constitutional variants from Homo sapiens samples, mostly in regulatory regions. They're structural variants and CNVs. Can you just tell me the consequence types?",['structural-CNV'],"I've got a VCF of constitutional variants from Homo sapiens samples, mostly in regulatory regions. Every single call is a CNV. Can you just tell me the consequence types?",['structural-CNV'],"I've got a VCF of constitutional variants from Homo sapiens samples, mostly in regulatory regions. Every call is a single-nucleotide change. Can you just tell me the consequence types?",['small'],"I've got a VCF of constitutional variants from Homo sapiens samples, mostly in regulatory regions. Can you just tell me the consequence types?",[],
vari-tool-1,variant_size_class,tool_name,"{""species"": ""human"", ""origin"": ""germline"", ""region_focus"": [""regulatory-noncoding""], ""analysis_goal"": [""population-frequency""]}","I'm trying to annotate inherited calls from Homo sapiens samples, and they're mostly in promoters and enhancers. Mainly I'm after allele frequencies in different populations. They're SNVs and short indels.",['small'],"I'm trying to annotate inherited calls from Homo sapiens samples, and they're mostly in promoters and enhancers. Mainly I'm after allele frequencies in different populations. Manta was run but produced nothing, so we only have SNVs and indels from DeepVariant.",['small'],"I'm trying to annotate inherited calls from Homo sapiens samples, and they're mostly in promoters and enhancers. Mainly I'm after allele frequencies in different populations. Manta was run and produced the structural variant calls we are using.",['structural-CNV'],"I'm trying to annotate inherited calls from Homo sapiens samples, and they're mostly in promoters and enhancers. Mainly I'm after allele frequencies in different populations.",[],
vari-tool-2,variant_size_class,tool_name,"{""species"": ""human"", ""origin"": ""somatic"", ""region_focus"": [""coding""], ""analysis_goal"": [""population-frequency""]}","Basically we have somatic variants from human donors, and I only care about the ones in coding sequence. It's point mutations only. I want to see how common they are across populations.",['small'],"Basically we have somatic variants from human donors, and I only care about the ones in coding sequence. The CNVkit container is on our server, unused; these are SNVs from HaplotypeCaller. I want to see how common they are across populations.",['small'],"Basically we have somatic variants from human donors, and I only care about the ones in coding sequence. CNVkit made these copy-number calls. I want to see how common they are across populations.",['structural-CNV'],"Basically we have somatic variants from human donors, and I only care about the ones in coding sequence. I want to see how common they are across populations.",[],
vari-tool-3,variant_size_class,tool_name,"{""species"": ""human"", ""origin"": ""somatic"", ""region_focus"": [""regulatory-noncoding""], ""analysis_goal"": [""population-frequency""]}","I'm working with somatic variants from human samples, mostly in regulatory regions. These are small variants, SNVs and indels. How frequent are these in population databases?",['small'],"I'm working with somatic variants from human samples, mostly in regulatory regions. We looked at the Database of Genomic Variants track for context, but our calls are point mutations. How frequent are these in population databases?",['small'],"I'm working with somatic variants from human samples, mostly in regulatory regions. Our calls are large structural variants like those in the Database of Genomic Variants. How frequent are these in population databases?",['structural-CNV'],"I'm working with somatic variants from human samples, mostly in regulatory regions. How frequent are these in population databases?",[],
vari-tool-4,variant_size_class,tool_name,"{""species"": ""human"", ""origin"": ""germline"", ""region_focus"": [""coding""], ""analysis_goal"": [""population-frequency""]}","These are large deletions and duplications. Our lab just got back inherited calls from human samples, and they're mostly in coding exons. Mainly I'm after allele frequencies in different populations.",['structural-CNV'],"DeepVariant was only used for QC; the calls are large deletions and duplications from Delly. Our lab just got back inherited calls from human samples, and they're mostly in coding exons. Mainly I'm after allele frequencies in different populations.",['structural-CNV'],"DeepVariant made these SNV and small indel calls. Our lab just got back inherited calls from human samples, and they're mostly in coding exons. Mainly I'm after allele frequencies in different populations.",['small'],"Our lab just got back inherited calls from human samples, and they're mostly in coding exons. Mainly I'm after allele frequencies in different populations.",[],
vari-tool-5,variant_size_class,tool_name,"{""species"": ""human"", ""origin"": ""germline"", ""region_focus"": [""coding""], ""analysis_goal"": [""clinical-interpretation""]}","They're structural variants and CNVs. Basically we have constitutional variants from human donors, and I only care about the ones in coding sequence. The goal is clinical interpretation.",['structural-CNV'],"FreeBayes is in the workflow, but we are annotating the Delly structural calls. Basically we have constitutional variants from human donors, and I only care about the ones in coding sequence. The goal is clinical interpretation.",['structural-CNV'],"We are annotating the FreeBayes SNV and indel calls. Basically we have constitutional variants from human donors, and I only care about the ones in coding sequence. The goal is clinical interpretation.",['small'],"Basically we have constitutional variants from human donors, and I only care about the ones in coding sequence. The goal is clinical interpretation.",[],
