id,factor,trick,background,plain_query,plain_truth,trap_query,trap_truth,twin_query,twin_truth,absent_query,absent_truth,label_ok (fill in)
orig-tool-6,origin,tool_name,"{""species"": ""human"", ""variant_size_class"": [""structural-CNV""], ""region_focus"": [""regulatory-noncoding""], ""analysis_goal"": [""population-frequency""]}","The variants are somatic. CNVs and large deletions, Homo sapiens data, regulatory regions, frequency lookup across populations.",somatic,"PLINK is on the server from an old family study; these are acquired mutations from tumour tissue. CNVs and large deletions, Homo sapiens data, regulatory regions, frequency lookup across populations.",somatic,"PLINK processed this family study; these are variants inherited from the parents. CNVs and large deletions, Homo sapiens data, regulatory regions, frequency lookup across populations.",germline,"CNVs and large deletions, Homo sapiens data, regulatory regions, frequency lookup across populations.",unstated,
orig-atta-1,origin,attachment,"{""species"": ""human"", ""variant_size_class"": [""structural-CNV""], ""region_focus"": [""regulatory-noncoding""], ""analysis_goal"": [""basic-consequence""]}","These are inherited germline variants. Copy-number and structural calls, just the consequence types, promoters and enhancers, Homo sapiens data.",germline,"Healthy controls recruited through a cancer registry; inherited variants from blood. Copy-number and structural calls, just the consequence types, promoters and enhancers, Homo sapiens data.",germline,"Tumour samples from a cancer registry; acquired variants from the lesions. Copy-number and structural calls, just the consequence types, promoters and enhancers, Homo sapiens data.",somatic,"Copy-number and structural calls, just the consequence types, promoters and enhancers, Homo sapiens data.",unstated,
orig-atta-2,origin,attachment,"{""species"": ""human"", ""variant_size_class"": [""structural-CNV""], ""region_focus"": [""coding""], ""analysis_goal"": [""clinical-interpretation""]}","Homo sapiens data, CNVs and large deletions, in coding sequence, clinical interpretation. The variants are germline.",germline,"Homo sapiens data, CNVs and large deletions, in coding sequence, clinical interpretation. The grandmother had a tumour removed decades ago; these variants are inherited from the parents.",germline,"Homo sapiens data, CNVs and large deletions, in coding sequence, clinical interpretation. The grandmother's tumour was removed decades ago; these variants were acquired in that tumour.",somatic,"Homo sapiens data, CNVs and large deletions, in coding sequence, clinical interpretation.",unstated,
orig-atta-3,origin,attachment,"{""species"": ""human"", ""variant_size_class"": [""structural-CNV""], ""region_focus"": [""regulatory-noncoding""], ""analysis_goal"": [""clinical-interpretation""]}","The variants are germline. Regulatory regions, human samples, clinical interpretation, copy-number and structural calls.",germline,"The tumour half of the batch was dropped; only matched normal blood remains, inherited variants. Regulatory regions, human samples, clinical interpretation, copy-number and structural calls.",germline,"The normal half of the batch was dropped; only the tumour remains, acquired variants. Regulatory regions, human samples, clinical interpretation, copy-number and structural calls.",somatic,"Regulatory regions, human samples, clinical interpretation, copy-number and structural calls.",unstated,
orig-atta-4,origin,attachment,"{""species"": ""human"", ""variant_size_class"": [""structural-CNV""], ""region_focus"": [""coding""], ""analysis_goal"": [""basic-consequence""]}","The variants are somatic. Protein-coding exons, human, what each one hits, nothing more, CNVs and large deletions.",somatic,"The donor's parents gave blood too, but these are the acquired mutations in the donor's tumour. Protein-coding exons, human, what each one hits, nothing more, CNVs and large deletions.",somatic,"The donor's parents gave blood too, and these are the inherited variants they passed on. Protein-coding exons, human, what each one hits, nothing more, CNVs and large deletions.",germline,"Protein-coding exons, human, what each one hits, nothing more, CNVs and large deletions.",unstated,
orig-atta-5,origin,attachment,"{""species"": ""human"", ""variant_size_class"": [""small""], ""region_focus"": [""regulatory-noncoding""], ""analysis_goal"": [""population-frequency""]}","Regulatory regions, SNVs and small indels, Homo sapiens data, frequency lookup across populations. The variants are somatic.",somatic,"Regulatory regions, SNVs and small indels, Homo sapiens data, frequency lookup across populations. The grant came from an inherited-traits charity, but the variants were acquired in tumour tissue.",somatic,"Regulatory regions, SNVs and small indels, Homo sapiens data, frequency lookup across populations. The grant came from an inherited-traits charity, and the variants are inherited from the parents.",germline,"Regulatory regions, SNVs and small indels, Homo sapiens data, frequency lookup across populations.",unstated,
orig-atta-6,origin,attachment,"{""species"": ""human"", ""variant_size_class"": [""small""], ""region_focus"": [""coding""], ""analysis_goal"": [""population-frequency""]}","Human samples, SNVs and small indels, protein-coding exons, how common they are in populations. They were acquired somatically.",somatic,"Human samples, SNVs and small indels, protein-coding exons, how common they are in populations. Our previous paper was a germline trio study; this one is acquired tumour mutations.",somatic,"Human samples, SNVs and small indels, protein-coding exons, how common they are in populations. Our previous paper was a tumour study; this one is a germline trio.",germline,"Human samples, SNVs and small indels, protein-coding exons, how common they are in populations.",unstated,
orig-doma-1,origin,domain,"{""species"": ""human"", ""variant_size_class"": [""structural-CNV""], ""region_focus"": [""coding""], ""analysis_goal"": [""population-frequency""]}","The variants are somatic. Coding regions, frequency lookup across populations, human samples, CNVs and large deletions.",somatic,"De novo mutations arising in a glioma, sequenced from the tumour only. Coding regions, frequency lookup across populations, human samples, CNVs and large deletions.",somatic,"De novo mutations in a child, confirmed absent from both parents' blood. Coding regions, frequency lookup across populations, human samples, CNVs and large deletions.",germline,"Coding regions, frequency lookup across populations, human samples, CNVs and large deletions.",unstated,
orig-doma-2,origin,domain,"{""species"": ""human"", ""variant_size_class"": [""structural-CNV""], ""region_focus"": [""regulatory-noncoding""], ""analysis_goal"": [""population-frequency""]}","Structural variants, population allele frequencies, promoters and enhancers, Homo sapiens data. They were acquired somatically.",somatic,"Structural variants, population allele frequencies, promoters and enhancers, Homo sapiens data. Clonal haematopoiesis mutations found in blood from older donors.",somatic,"Structural variants, population allele frequencies, promoters and enhancers, Homo sapiens data. Variants found in blood from older donors and in their children too.",germline,"Structural variants, population allele frequencies, promoters and enhancers, Homo sapiens data.",unstated,
orig-doma-3,origin,domain,"{""species"": ""human"", ""variant_size_class"": [""structural-CNV""], ""region_focus"": [""regulatory-noncoding""], ""analysis_goal"": [""clinical-interpretation""]}","The variants are somatic. Non-coding regulatory elements, clinical interpretation, human samples, CNVs and large deletions.",somatic,"Mosaic mutations in brain tissue that are absent from blood and from the parents. Non-coding regulatory elements, clinical interpretation, human samples, CNVs and large deletions.",somatic,"Mutations present in brain tissue, in blood and in one parent. Non-coding regulatory elements, clinical interpretation, human samples, CNVs and large deletions.",germline,"Non-coding regulatory elements, clinical interpretation, human samples, CNVs and large deletions.",unstated,
orig-doma-4,origin,domain,"{""species"": ""human"", ""variant_size_class"": [""structural-CNV""], ""region_focus"": [""coding""], ""analysis_goal"": [""basic-consequence""]}","Just the consequence types, human samples, coding regions, copy-number and structural calls. The variants are germline.",germline,"Just the consequence types, human samples, coding regions, copy-number and structural calls. A TP53 variant present in blood, saliva and every tissue of the carriers, including their tumours.",germline,"Just the consequence types, human samples, coding regions, copy-number and structural calls. A TP53 mutation present only in the tumour, absent from blood and saliva.",somatic,"Just the consequence types, human samples, coding regions, copy-number and structural calls.",unstated,
orig-doma-5,origin,domain,"{""species"": ""human"", ""variant_size_class"": [""structural-CNV""], ""region_focus"": [""coding""], ""analysis_goal"": [""clinical-interpretation""]}","Copy-number and structural calls, coding regions, is any of it pathogenic, Homo sapiens data. These are inherited germline variants.",germline,"Copy-number and structural calls, coding regions, is any of it pathogenic, Homo sapiens data. A tumour suppressor gene variant carried by all three generations of the family.",germline,"Copy-number and structural calls, coding regions, is any of it pathogenic, Homo sapiens data. A tumour suppressor gene mutation found only in the lesion, not in the family.",somatic,"Copy-number and structural calls, coding regions, is any of it pathogenic, Homo sapiens data.",unstated,
orig-doma-6,origin,domain,"{""species"": ""human"", ""variant_size_class"": [""structural-CNV""], ""region_focus"": [""regulatory-noncoding""], ""analysis_goal"": [""basic-consequence""]}","The variants are germline. Human, what each one hits, nothing more, copy-number and structural calls, non-coding regulatory elements.",germline,"Variants shared by identical twins, one of whom later developed a tumour. Human, what each one hits, nothing more, copy-number and structural calls, non-coding regulatory elements.",germline,"Variants found only in the tumour of one twin and absent from the other twin. Human, what each one hits, nothing more, copy-number and structural calls, non-coding regulatory elements.",somatic,"Human, what each one hits, nothing more, copy-number and structural calls, non-coding regulatory elements.",unstated,
vari-nega-1,variant_size_class,negation,"{""species"": ""human"", ""origin"": ""germline"", ""region_focus"": [""coding""], ""analysis_goal"": [""population-frequency""]}","It's point mutations only. In coding sequence, frequency lookup across populations, constitutional calls, human.",['small'],"No CNVs or SVs were called, only SNVs and short indels. In coding sequence, frequency lookup across populations, constitutional calls, human.",['small'],"Only CNVs and SVs were called, no SNVs or short indels. In coding sequence, frequency lookup across populations, constitutional calls, human.",['structural-CNV'],"In coding sequence, frequency lookup across populations, constitutional calls, human.",[],
vari-nega-2,variant_size_class,negation,"{""species"": ""human"", ""origin"": ""somatic"", ""region_focus"": [""regulatory-noncoding""], ""analysis_goal"": [""population-frequency""]}","Non-coding regulatory elements, acquired somatic variants, human samples, how common they are in populations. These are small variants, SNVs and indels.",['small'],"Non-coding regulatory elements, acquired somatic variants, human samples, how common they are in populations. Nothing structural here, just single-base changes.",['small'],"Non-coding regulatory elements, acquired somatic variants, human samples, how common they are in populations. Only structural changes here, no single-base changes.",['structural-CNV'],"Non-coding regulatory elements, acquired somatic variants, human samples, how common they are in populations.",[],
vari-nega-3,variant_size_class,negation,"{""species"": ""human"", ""origin"": ""somatic"", ""region_focus"": [""coding""], ""analysis_goal"": [""population-frequency""]}","Somatic calls, coding regions, population allele frequencies, human. It's point mutations only.",['small'],"Somatic calls, coding regions, population allele frequencies, human. Not large rearrangements: short indels under 20 bp.",['small'],"Somatic calls, coding regions, population allele frequencies, human. Large rearrangements, not short indels under 20 bp.",['structural-CNV'],"Somatic calls, coding regions, population allele frequencies, human.",[],
vari-nega-4,variant_size_class,negation,"{""species"": ""human"", ""origin"": ""germline"", ""region_focus"": [""regulatory-noncoding""], ""analysis_goal"": [""population-frequency""]}","Germline, population allele frequencies, regulatory regions, Homo sapiens data. They're structural variants and CNVs.",['structural-CNV'],"Germline, population allele frequencies, regulatory regions, Homo sapiens data. No point mutations in this callset; it is copy-number gains and losses.",['structural-CNV'],"Germline, population allele frequencies, regulatory regions, Homo sapiens data. Point mutations in this callset, no copy-number gains or losses.",['small'],"Germline, population allele frequencies, regulatory regions, Homo sapiens data.",[],
vari-nega-5,variant_size_class,negation,"{""species"": ""human"", ""origin"": ""germline"", ""region_focus"": [""regulatory-noncoding""], ""analysis_goal"": [""basic-consequence""]}","These are large deletions and duplications. Homo sapiens data, germline, promoters and enhancers, basic consequence annotation.",['structural-CNV'],"We skipped the SNVs entirely and kept the multi-kilobase deletions. Homo sapiens data, germline, promoters and enhancers, basic consequence annotation.",['structural-CNV'],"We kept the SNVs and skipped the multi-kilobase deletions. Homo sapiens data, germline, promoters and enhancers, basic consequence annotation.",['small'],"Homo sapiens data, germline, promoters and enhancers, basic consequence annotation.",[],
vari-nega-6,variant_size_class,negation,"{""species"": ""human"", ""origin"": ""somatic"", ""region_focus"": [""coding""], ""analysis_goal"": [""clinical-interpretation""]}","They're structural variants and CNVs. Somatic calls, clinical interpretation, in coding sequence, Homo sapiens data.",['structural-CNV'],"These aren't indels; they are inversions and translocations. Somatic calls, clinical interpretation, in coding sequence, Homo sapiens data.",['structural-CNV'],"These are indels, not inversions or translocations. Somatic calls, clinical interpretation, in coding sequence, Homo sapiens data.",['small'],"Somatic calls, clinical interpretation, in coding sequence, Homo sapiens data.",[],
vari-word-1,variant_size_class,word_sense,"{""species"": ""human"", ""origin"": ""somatic"", ""region_focus"": [""regulatory-noncoding""], ""analysis_goal"": [""clinical-interpretation""]}","Is any of it pathogenic, somatic mutations, non-coding regulatory elements, human samples. These are small variants, SNVs and indels.",['small'],"Is any of it pathogenic, somatic mutations, non-coding regulatory elements, human samples. SNVs with a possible structural effect on the protein.",['small'],"Is any of it pathogenic, somatic mutations, non-coding regulatory elements, human samples. Structural variants spanning the protein's gene.",['structural-CNV'],"Is any of it pathogenic, somatic mutations, non-coding regulatory elements, human samples.",[],
vari-word-2,variant_size_class,word_sense,"{""species"": ""human"", ""origin"": ""germline"", ""region_focus"": [""coding""], ""analysis_goal"": [""basic-consequence""]}","It's point mutations only. Coding regions, inherited variants, just the consequence types, Homo sapiens data.",['small'],"A large number of single-nucleotide variants. Coding regions, inherited variants, just the consequence types, Homo sapiens data.",['small'],"A number of large multi-exon deletions and duplications. Coding regions, inherited variants, just the consequence types, Homo sapiens data.",['structural-CNV'],"Coding regions, inherited variants, just the consequence types, Homo sapiens data.",[],
vari-word-3,variant_size_class,word_sense,"{""species"": ""human"", ""origin"": ""somatic"", ""region_focus"": [""regulatory-noncoding""], ""analysis_goal"": [""basic-consequence""]}","They're SNVs and short indels. What each one hits, nothing more, somatic mutations, regulatory regions, human samples.",['small'],"A copy of the SNV calls sent over by the core facility. What each one hits, nothing more, somatic mutations, regulatory regions, human samples.",['small'],"Copy-number calls sent over by the core facility. What each one hits, nothing more, somatic mutations, regulatory regions, human samples.",['structural-CNV'],"What each one hits, nothing more, somatic mutations, regulatory regions, human samples.",[],
vari-word-4,variant_size_class,word_sense,"{""species"": ""human"", ""origin"": ""germline"", ""region_focus"": [""coding""], ""analysis_goal"": [""clinical-interpretation""]}","They're structural variants and CNVs. Constitutional calls, is any of it pathogenic, in coding sequence, human samples.",['structural-CNV'],"At this point we only have copy-number gains and losses. Constitutional calls, is any of it pathogenic, in coding sequence, human samples.",['structural-CNV'],"We only have point mutations. Constitutional calls, is any of it pathogenic, in coding sequence, human samples.",['small'],"Constitutional calls, is any of it pathogenic, in coding sequence, human samples.",[],
vari-word-5,variant_size_class,word_sense,"{""species"": ""human"", ""origin"": ""somatic"", ""region_focus"": [""coding""], ""analysis_goal"": [""basic-consequence""]}","It's copy-number and structural calls only. In coding sequence, somatic calls, human, basic consequence annotation.",['structural-CNV'],"Short on time, so just the megabase-scale deletions for now. In coding sequence, somatic calls, human, basic consequence annotation.",['structural-CNV'],"Just the short indels and SNVs for now. In coding sequence, somatic calls, human, basic consequence annotation.",['small'],"In coding sequence, somatic calls, human, basic consequence annotation.",[],
vari-word-6,variant_size_class,word_sense,"{""species"": ""human"", ""origin"": ""germline"", ""region_focus"": [""regulatory-noncoding""], ""analysis_goal"": [""clinical-interpretation""]}","It's copy-number and structural calls only. Non-coding regulatory elements, is any of it pathogenic, human, constitutional calls.",['structural-CNV'],"Every single call is a CNV. Non-coding regulatory elements, is any of it pathogenic, human, constitutional calls.",['structural-CNV'],"Every call is a single-nucleotide change. Non-coding regulatory elements, is any of it pathogenic, human, constitutional calls.",['small'],"Non-coding regulatory elements, is any of it pathogenic, human, constitutional calls.",[],
vari-tool-1,variant_size_class,tool_name,"{""species"": ""human"", ""origin"": ""germline"", ""region_focus"": [""coding""], ""analysis_goal"": [""population-frequency""]}","Frequency lookup across populations, coding regions, human samples, constitutional calls. It's point mutations only.",['small'],"Frequency lookup across populations, coding regions, human samples, constitutional calls. Manta was run but produced nothing, so we only have SNVs and indels from DeepVariant.",['small'],"Frequency lookup across populations, coding regions, human samples, constitutional calls. Manta was run and produced the structural variant calls we are using.",['structural-CNV'],"Frequency lookup across populations, coding regions, human samples, constitutional calls.",[],
vari-tool-2,variant_size_class,tool_name,"{""species"": ""human"", ""origin"": ""somatic"", ""region_focus"": [""regulatory-noncoding""], ""analysis_goal"": [""population-frequency""]}","Non-coding regulatory elements, human samples, somatic mutations, frequency lookup across populations. They're SNVs and short indels.",['small'],"Non-coding regulatory elements, human samples, somatic mutations, frequency lookup across populations. The CNVkit container is on our server, unused; these are SNVs from HaplotypeCaller.",['small'],"Non-coding regulatory elements, human samples, somatic mutations, frequency lookup across populations. CNVkit made these copy-number calls.",['structural-CNV'],"Non-coding regulatory elements, human samples, somatic mutations, frequency lookup across populations.",[],
vari-tool-3,variant_size_class,tool_name,"{""species"": ""human"", ""origin"": ""germline"", ""region_focus"": [""regulatory-noncoding""], ""analysis_goal"": [""population-frequency""]}","Frequency lookup across populations, regulatory regions, germline, Homo sapiens data. These are small variants, SNVs and indels.",['small'],"Frequency lookup across populations, regulatory regions, germline, Homo sapiens data. We looked at the Database of Genomic Variants track for context, but our calls are point mutations.",['small'],"Frequency lookup across populations, regulatory regions, germline, Homo sapiens data. Our calls are large structural variants like those in the Database of Genomic Variants.",['structural-CNV'],"Frequency lookup across populations, regulatory regions, germline, Homo sapiens data.",[],
vari-tool-4,variant_size_class,tool_name,"{""species"": ""human"", ""origin"": ""somatic"", ""region_focus"": [""coding""], ""analysis_goal"": [""population-frequency""]}","They're structural variants and CNVs. Somatic calls, Homo sapiens data, frequency lookup across populations, coding regions.",['structural-CNV'],"DeepVariant was only used for QC; the calls are large deletions and duplications from Delly. Somatic calls, Homo sapiens data, frequency lookup across populations, coding regions.",['structural-CNV'],"DeepVariant made these SNV and small indel calls. Somatic calls, Homo sapiens data, frequency lookup across populations, coding regions.",['small'],"Somatic calls, Homo sapiens data, frequency lookup across populations, coding regions.",[],
vari-tool-5,variant_size_class,tool_name,"{""species"": ""human"", ""origin"": ""germline"", ""region_focus"": [""regulatory-noncoding""], ""analysis_goal"": [""basic-consequence""]}","These are large deletions and duplications. Inherited variants, human, regulatory regions, basic consequence annotation.",['structural-CNV'],"FreeBayes is in the workflow, but we are annotating the Delly structural calls. Inherited variants, human, regulatory regions, basic consequence annotation.",['structural-CNV'],"We are annotating the FreeBayes SNV and indel calls. Inherited variants, human, regulatory regions, basic consequence annotation.",['small'],"Inherited variants, human, regulatory regions, basic consequence annotation.",[],
vari-tool-6,variant_size_class,tool_name,"{""species"": ""human"", ""origin"": ""somatic"", ""region_focus"": [""coding""], ""analysis_goal"": [""clinical-interpretation""]}","They're structural variants and CNVs. Somatic mutations, in coding sequence, pathogenicity assessment, Homo sapiens data.",['structural-CNV'],"dbSNP IDs are in the header from an old template, but these are CNVs. Somatic mutations, in coding sequence, pathogenicity assessment, Homo sapiens data.",['structural-CNV'],"These are dbSNP-annotated SNVs. Somatic mutations, in coding sequence, pathogenicity assessment, Homo sapiens data.",['small'],"Somatic mutations, in coding sequence, pathogenicity assessment, Homo sapiens data.",[],
vari-atta-1,variant_size_class,attachment,"{""species"": ""human"", ""origin"": ""germline"", ""region_focus"": [""coding""], ""analysis_goal"": [""basic-consequence""]}","Germline, in coding sequence, basic consequence annotation, human. They're SNVs and short indels.",['small'],"Germline, in coding sequence, basic consequence annotation, human. The lab next door studies structural variants; ours are single-nucleotide changes.",['small'],"Germline, in coding sequence, basic consequence annotation, human. Our lab studies structural variants; these are ours.",['structural-CNV'],"Germline, in coding sequence, basic consequence annotation, human.",[],
vari-atta-2,variant_size_class,attachment,"{""species"": ""human"", ""origin"": ""somatic"", ""region_focus"": [""regulatory-noncoding""], ""analysis_goal"": [""clinical-interpretation""]}","Human samples, somatic mutations, promoters and enhancers, pathogenicity assessment. They're SNVs and short indels.",['small'],"Human samples, somatic mutations, promoters and enhancers, pathogenicity assessment. The gene sits in a known large-deletion region, but our variants are SNVs within it.",['small'],"Human samples, somatic mutations, promoters and enhancers, pathogenicity assessment. Our variants are the large deletions covering the gene.",['structural-CNV'],"Human samples, somatic mutations, promoters and enhancers, pathogenicity assessment.",[],
vari-atta-3,variant_size_class,attachment,"{""species"": ""human"", ""origin"": ""germline"", ""region_focus"": [""coding""], ""analysis_goal"": [""clinical-interpretation""]}","Clinical interpretation, inherited variants, protein-coding exons, Homo sapiens data. These are small variants, SNVs and indels.",['small'],"Clinical interpretation, inherited variants, protein-coding exons, Homo sapiens data. The reference paper was about CNVs; we are following up with SNV calls.",['small'],"Clinical interpretation, inherited variants, protein-coding exons, Homo sapiens data. We are following up that paper with our own CNV calls.",['structural-CNV'],"Clinical interpretation, inherited variants, protein-coding exons, Homo sapiens data.",[],
vari-atta-4,variant_size_class,attachment,"{""species"": ""human"", ""origin"": ""somatic"", ""region_focus"": [""regulatory-noncoding""], ""analysis_goal"": [""basic-consequence""]}","They're structural variants and CNVs. Homo sapiens data, somatic calls, non-coding regulatory elements, basic consequence annotation.",['structural-CNV'],"The SNV array data was discarded; the remaining calls are large duplications. Homo sapiens data, somatic calls, non-coding regulatory elements, basic consequence annotation.",['structural-CNV'],"The duplications were discarded; the remaining calls are from the SNV array. Homo sapiens data, somatic calls, non-coding regulatory elements, basic consequence annotation.",['small'],"Homo sapiens data, somatic calls, non-coding regulatory elements, basic consequence annotation.",[],
vari-atta-5,variant_size_class,attachment,"{""species"": ""human"", ""origin"": ""germline"", ""region_focus"": [""regulatory-noncoding""], ""analysis_goal"": [""clinical-interpretation""]}","It's copy-number and structural calls only. Clinical interpretation, regulatory regions, constitutional calls, human.",['structural-CNV'],"Our last project was on indels; this callset is megabase copy-number changes. Clinical interpretation, regulatory regions, constitutional calls, human.",['structural-CNV'],"Our last project was on copy-number changes; this callset is indels. Clinical interpretation, regulatory regions, constitutional calls, human.",['small'],"Clinical interpretation, regulatory regions, constitutional calls, human.",[],
vari-atta-6,variant_size_class,attachment,"{""species"": ""human"", ""origin"": ""somatic"", ""region_focus"": [""coding""], ""analysis_goal"": [""basic-consequence""]}","They're structural variants and CNVs. Somatic calls, in coding sequence, basic consequence annotation, human samples.",['structural-CNV'],"Breakpoints were confirmed by Sanger reads at single-base resolution; the events are 50 kb deletions. Somatic calls, in coding sequence, basic consequence annotation, human samples.",['structural-CNV'],"The events are single-base substitutions confirmed by Sanger reads. Somatic calls, in coding sequence, basic consequence annotation, human samples.",['small'],"Somatic calls, in coding sequence, basic consequence annotation, human samples.",[],
vari-doma-1,variant_size_class,domain,"{""species"": ""human"", ""origin"": ""somatic"", ""region_focus"": [""coding""], ""analysis_goal"": [""population-frequency""]}","Protein-coding exons, somatic calls, how common they are in populations, human samples. They're SNVs and short indels.",['small'],"Protein-coding exons, somatic calls, how common they are in populations, human samples. A 1-bp duplication and a couple of single-base deletions.",['small'],"Protein-coding exons, somatic calls, how common they are in populations, human samples. A 2 Mb duplication and several whole-gene deletions.",['structural-CNV'],"Protein-coding exons, somatic calls, how common they are in populations, human samples.",[],
vari-doma-2,variant_size_class,domain,"{""species"": ""human"", ""origin"": ""germline"", ""region_focus"": [""regulatory-noncoding""], ""analysis_goal"": [""population-frequency""]}","These are small variants, SNVs and indels. Inherited variants, human, regulatory regions, how common they are in populations.",['small'],"A 3-bp in-frame deletion. Inherited variants, human, regulatory regions, how common they are in populations.",['small'],"A 300-kb deletion. Inherited variants, human, regulatory regions, how common they are in populations.",['structural-CNV'],"Inherited variants, human, regulatory regions, how common they are in populations.",[],
vari-doma-3,variant_size_class,domain,"{""species"": ""human"", ""origin"": ""germline"", ""region_focus"": [""coding""], ""analysis_goal"": [""population-frequency""]}","They're SNVs and short indels. Coding regions, frequency lookup across populations, human, constitutional calls.",['small'],"Insertions of two or three bases. Coding regions, frequency lookup across populations, human, constitutional calls.",['small'],"Mobile-element insertions several kilobases long. Coding regions, frequency lookup across populations, human, constitutional calls.",['structural-CNV'],"Coding regions, frequency lookup across populations, human, constitutional calls.",[],
vari-doma-4,variant_size_class,domain,"{""species"": ""human"", ""origin"": ""somatic"", ""region_focus"": [""regulatory-noncoding""], ""analysis_goal"": [""population-frequency""]}","These are large deletions and duplications. Promoters and enhancers, somatic mutations, human samples, population allele frequencies.",['structural-CNV'],"A single copy of the whole gene lost. Promoters and enhancers, somatic mutations, human samples, population allele frequencies.",['structural-CNV'],"A single base changed in the gene. Promoters and enhancers, somatic mutations, human samples, population allele frequencies.",['small'],"Promoters and enhancers, somatic mutations, human samples, population allele frequencies.",[],
vari-doma-5,variant_size_class,domain,"{""species"": ""human"", ""origin"": ""somatic"", ""region_focus"": [""coding""], ""analysis_goal"": [""clinical-interpretation""]}","They're structural variants and CNVs. Somatic calls, pathogenicity assessment, human samples, in coding sequence.",['structural-CNV'],"Chromosome-arm gains detected with a SNP array. Somatic calls, pathogenicity assessment, human samples, in coding sequence.",['structural-CNV'],"SNPs genotyped with a SNP array. Somatic calls, pathogenicity assessment, human samples, in coding sequence.",['small'],"Somatic calls, pathogenicity assessment, human samples, in coding sequence.",[],
vari-doma-6,variant_size_class,domain,"{""species"": ""human"", ""origin"": ""germline"", ""region_focus"": [""regulatory-noncoding""], ""analysis_goal"": [""basic-consequence""]}","They're structural variants and CNVs. Non-coding regulatory elements, germline, just the consequence types, Homo sapiens data.",['structural-CNV'],"An Alu insertion of about 300 bases. Non-coding regulatory elements, germline, just the consequence types, Homo sapiens data.",['structural-CNV'],"A 2-base insertion. Non-coding regulatory elements, germline, just the consequence types, Homo sapiens data.",['small'],"Non-coding regulatory elements, germline, just the consequence types, Homo sapiens data.",[],
regi-nega-1,region_focus,negation,"{""species"": ""non-human"", ""origin"": ""germline"", ""variant_size_class"": [""small""], ""analysis_goal"": [""basic-consequence""]}","What each one hits, nothing more, constitutional calls, single-nucleotide variants, from dog. I care about the protein-coding exons.",['coding'],"What each one hits, nothing more, constitutional calls, single-nucleotide variants, from dog. Nothing intronic or intergenic, only exonic protein-altering changes.",['coding'],"What each one hits, nothing more, constitutional calls, single-nucleotide variants, from dog. Only intronic and intergenic changes, nothing exonic or protein-altering.",['regulatory-noncoding'],"What each one hits, nothing more, constitutional calls, single-nucleotide variants, from dog.",[],
regi-nega-2,region_focus,negation,"{""species"": ""non-human"", ""origin"": ""somatic"", ""variant_size_class"": [""small""], ""analysis_goal"": [""clinical-interpretation""]}","Pathogenicity assessment, dog samples, somatic calls, SNVs and small indels. I care about the protein-coding exons.",['coding'],"Pathogenicity assessment, dog samples, somatic calls, SNVs and small indels. We are not looking at promoters; coding sequence only.",['coding'],"Pathogenicity assessment, dog samples, somatic calls, SNVs and small indels. We are looking at promoters, not coding sequence.",['regulatory-noncoding'],"Pathogenicity assessment, dog samples, somatic calls, SNVs and small indels.",[],
regi-nega-3,region_focus,negation,"{""species"": ""non-human"", ""origin"": ""somatic"", ""variant_size_class"": [""small""], ""analysis_goal"": [""basic-consequence""]}","From sheep, somatic calls, SNVs and small indels, just the consequence types. I care about the protein-coding exons.",['coding'],"From sheep, somatic calls, SNVs and small indels, just the consequence types. No enhancer variants in scope, just changes inside coding exons.",['coding'],"From sheep, somatic calls, SNVs and small indels, just the consequence types. Enhancer variants only, not changes inside coding exons.",['regulatory-noncoding'],"From sheep, somatic calls, SNVs and small indels, just the consequence types.",[],
regi-nega-4,region_focus,negation,"{""species"": ""non-human"", ""origin"": ""germline"", ""variant_size_class"": [""small""], ""analysis_goal"": [""clinical-interpretation""]}","Pathogenicity assessment, zebrafish samples, SNVs and small indels, germline. They're in regulatory regions.",['regulatory-noncoding'],"Pathogenicity assessment, zebrafish samples, SNVs and small indels, germline. Not in the coding sequence; they sit in enhancers.",['regulatory-noncoding'],"Pathogenicity assessment, zebrafish samples, SNVs and small indels, germline. In the coding sequence; not in enhancers.",['coding'],"Pathogenicity assessment, zebrafish samples, SNVs and small indels, germline.",[],
regi-nega-5,region_focus,negation,"{""species"": ""non-human"", ""origin"": ""somatic"", ""variant_size_class"": [""small""], ""analysis_goal"": [""clinical-interpretation""]}","Clinical interpretation, mouse samples, point mutations and short indels, somatic mutations. I care about promoters and enhancers.",['regulatory-noncoding'],"Clinical interpretation, mouse samples, point mutations and short indels, somatic mutations. None of these touch exons, all are in upstream regulatory elements.",['regulatory-noncoding'],"Clinical interpretation, mouse samples, point mutations and short indels, somatic mutations. All of these touch exons, none are in upstream regulatory elements.",['coding'],"Clinical interpretation, mouse samples, point mutations and short indels, somatic mutations.",[],
regi-nega-6,region_focus,negation,"{""species"": ""non-human"", ""origin"": ""germline"", ""variant_size_class"": [""small""], ""analysis_goal"": [""basic-consequence""]}","Point mutations and short indels, what each one hits, nothing more, constitutional calls, cattle data. Focus on non-coding regulatory elements.",['regulatory-noncoding'],"Point mutations and short indels, what each one hits, nothing more, constitutional calls, cattle data. We excluded protein-coding regions and kept promoter and UTR hits.",['regulatory-noncoding'],"Point mutations and short indels, what each one hits, nothing more, constitutional calls, cattle data. We kept protein-coding regions and excluded promoter and UTR hits.",['coding'],"Point mutations and short indels, what each one hits, nothing more, constitutional calls, cattle data.",[],
